id_voo,numero_voo,data_voo,ano,mes,mes_nome,ano_mes,dia_semana,origem_cidade,origem_iata,origem_uf,origem_regiao,origem_lat,origem_lon,destino_cidade,destino_iata,destino_uf,destino_regiao,destino_lat,destino_lon,rota,distancia_km,tipo_aeronave,capacidade_aeronave,passageiros,taxa_ocupacao,preco_medio_passagem,receita_voo,custo_voo,lucro_voo,atraso_minutos,situacao_voo,motivo_atraso_cancelamento,duracao_minutos,satisfacao_passageiros
V100337,VX7742,2024-10-17,2024,10,Outubro,2024-10,Quinta,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,MAO - POA,3140,Airbus A320neo,180,143,0.7944,541.1000,77377.3000,76829.2100,548.0900,0.0000,Pontual,Sem intercorrência,260,3.6000
V100338,VX4182,2024-10-17,2024,10,Outubro,2024-10,Quinta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,CNF - FLN,1008,Boeing 737-800,186,143,0.7688,375.1800,53650.7400,41524.0100,12126.7300,71.0000,Atrasado,Restrição de tráfego aéreo,97,3.9000
V100339,VX8709,2024-10-18,2024,10,Outubro,2024-10,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,REC - POA,2963,Boeing 787-9,296,191,0.6453,551.8300,105399.5300,125879.9500,-20480.4200,0.0000,Pontual,Sem intercorrência,242,3.8000
V100340,VX4343,2024-10-18,2024,10,Outubro,2024-10,Sexta,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CWB - CNF,846,Embraer E195-E2,136,100,0.7353,254.2100,25421.0000,31815.8500,-6394.8500,37.0000,Atrasado,Documentação/embarque de passageiros,100,3.7000
V100341,VX5429,2024-10-18,2024,10,Outubro,2024-10,Sexta,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CWB - SDU,676,ATR 72-600,70,51,0.7286,276.2100,14086.7100,17985.0400,-3898.3300,6.0000,Pontual,Sem intercorrência,90,2.8000
V100342,VX1927,2024-10-18,2024,10,Outubro,2024-10,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,160,0.8889,259.2500,41480.0000,25766.0600,15713.9400,0.0000,Pontual,Sem intercorrência,53,4.4000
V100343,VX8771,2024-10-18,2024,10,Outubro,2024-10,Sexta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,FLN - CWB,246,ATR 72-600,70,61,0.8714,201.5700,12295.7700,9182.1900,3113.5800,0.0000,Pontual,Sem intercorrência,40,4.0000
V100344,VX6356,2024-10-18,2024,10,Outubro,2024-10,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,129,0.9485,211.0900,27230.6100,19498.2500,7732.3600,3.0000,Pontual,Sem intercorrência,58,4.9000
V100345,VX4534,2024-10-19,2024,10,Outubro,2024-10,Sábado,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,REC - FLN,2603,Airbus A320neo,180,114,0.6333,393.0300,44805.4200,78419.3400,-33613.9200,0.0000,Pontual,Sem intercorrência,219,4.1000
V100346,VX8378,2024-10-19,2024,10,Outubro,2024-10,Sábado,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,48,0.6857,228.0000,10944.0000,13419.9000,-2475.9000,0.0000,Pontual,Sem intercorrência,60,3.0000
V100347,VX6400,2024-10-19,2024,10,Outubro,2024-10,Sábado,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Airbus A320neo,180,0,0.0000,169.1200,0.0000,10299.0300,-10299.0300,,Cancelado,Problema operacional em solo,62,
V100348,VX1623,2024-10-19,2024,10,Outubro,2024-10,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,ATR 72-600,70,57,0.8143,267.8900,15269.7300,13402.6700,1867.0600,5.0000,Pontual,Sem intercorrência,71,3.7000
V100349,VX9590,2024-10-19,2024,10,Outubro,2024-10,Sábado,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Recife,REC,PE,Nordeste,-8.1264,-34.9236,GIG - REC,1859,Airbus A320neo,180,124,0.6889,316.2200,39211.2800,59129.8500,-19918.5700,72.0000,Atrasado,Condições meteorológicas,169,2.9000
V100350,VX9831,2024-10-19,2024,10,Outubro,2024-10,Sábado,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,GYN - CGB,745,Embraer E195-E2,136,83,0.6103,269.2800,22350.2400,31089.7700,-8739.5300,44.0000,Atrasado,Congestionamento do aeroporto,83,3.6000
V100351,VX5743,2024-10-19,2024,10,Outubro,2024-10,Sábado,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BSB - VCP,798,Airbus A321neo,220,149,0.6773,266.3000,39678.7000,42212.1800,-2533.4800,36.0000,Atrasado,Atraso da aeronave anterior,80,3.6000
V100352,VX7376,2024-10-20,2024,10,Outubro,2024-10,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belém,BEL,PA,Norte,-1.3792,-48.4763,CGH - BEL,2482,Boeing 737-800,186,158,0.8495,458.3800,72424.0400,78830.6100,-6406.5700,8.0000,Pontual,Sem intercorrência,222,4.0000
V100353,VX1662,2024-10-20,2024,10,Outubro,2024-10,Domingo,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,MCZ - CGH,1948,Embraer E195-E2,136,126,0.9265,395.9500,49889.7000,45602.7300,4286.9700,5.0000,Pontual,Sem intercorrência,174,3.1000
V100354,VX8977,2024-10-20,2024,10,Outubro,2024-10,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Embraer E195-E2,136,107,0.7868,243.3700,26040.5900,21477.9600,4562.6300,0.0000,Pontual,Sem intercorrência,63,4.4000
V100355,VX6793,2024-10-20,2024,10,Outubro,2024-10,Domingo,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGB - BSB,877,Boeing 737-800,186,159,0.8548,284.1200,45175.0800,37988.5000,7186.5800,36.0000,Atrasado,Documentação/embarque de passageiros,89,5.0000
V100356,VX3882,2024-10-20,2024,10,Outubro,2024-10,Domingo,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CWB - POA,534,Embraer E195-E2,136,93,0.6838,178.4400,16594.9200,22753.1600,-6158.2400,0.0000,Pontual,Sem intercorrência,66,4.5000
V100357,VX3742,2024-10-20,2024,10,Outubro,2024-10,Domingo,Belém,BEL,PA,Norte,-1.3792,-48.4763,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,BEL - CNF,2088,Airbus A320neo,180,154,0.8556,402.5900,61998.8600,61198.2600,800.6000,101.0000,Atrasado,Condições meteorológicas,180,3.5000
V100358,VX9911,2024-10-20,2024,10,Outubro,2024-10,Domingo,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GYN - CNF,648,Embraer E195-E2,136,93,0.6838,236.2300,21969.3900,22765.3700,-795.9800,71.0000,Atrasado,Restrição de tráfego aéreo,81,3.3000
V100359,VX5254,2024-10-20,2024,10,Outubro,2024-10,Domingo,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,130,0.7222,210.1200,27315.6000,26398.9600,916.6400,27.0000,Atrasado,Atraso da aeronave anterior,54,4.7000
V100360,VX8443,2024-10-21,2024,10,Outubro,2024-10,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,Airbus A320neo,180,130,0.7222,229.6300,29851.9000,24158.8500,5693.0500,5.0000,Pontual,Sem intercorrência,47,4.4000
V100361,VX9747,2024-10-21,2024,10,Outubro,2024-10,Segunda,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,CWB - GRU,359,Embraer E195-E2,136,97,0.7132,194.0200,18819.9400,19666.1500,-846.2100,53.0000,Atrasado,Atraso da aeronave anterior,52,5.0000
V100362,VX6328,2024-10-21,2024,10,Outubro,2024-10,Segunda,Belém,BEL,PA,Norte,-1.3792,-48.4763,Recife,REC,PE,Nordeste,-8.1264,-34.9236,BEL - REC,1678,Airbus A320neo,180,144,0.8000,369.6500,53229.6000,53958.0700,-728.4700,77.0000,Atrasado,Restrição de tráfego aéreo,155,4.3000
V100363,VX5783,2024-10-21,2024,10,Outubro,2024-10,Segunda,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,VCP - BSB,798,Airbus A320neo,180,143,0.7944,229.2100,32777.0300,36538.9500,-3761.9200,0.0000,Pontual,Sem intercorrência,99,3.9000
V100364,VX3692,2024-10-21,2024,10,Outubro,2024-10,Segunda,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CNF - CGH,524,Embraer E195-E2,136,102,0.7500,217.2100,22155.4200,22816.5300,-661.1100,3.0000,Pontual,Sem intercorrência,72,5.0000
V100365,VX8667,2024-10-21,2024,10,Outubro,2024-10,Segunda,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,CGB - VCP,1247,Airbus A321neo,220,189,0.8591,326.3100,61672.5900,48425.8300,13246.7600,6.0000,Pontual,Sem intercorrência,119,3.7000
V100366,VX5405,2024-10-21,2024,10,Outubro,2024-10,Segunda,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Recife,REC,PE,Nordeste,-8.1264,-34.9236,VCP - REC,2106,Airbus A320neo,180,159,0.8833,531.5200,84511.6800,58607.6400,25904.0400,0.0000,Pontual,Sem intercorrência,179,3.3000
V100367,VX8121,2024-10-21,2024,10,Outubro,2024-10,Segunda,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGB - SDU,1580,Airbus A320neo,180,138,0.7667,380.9600,52572.4800,61259.9600,-8687.4800,32.0000,Atrasado,Congestionamento do aeroporto,146,4.5000
V100368,VX3974,2024-10-21,2024,10,Outubro,2024-10,Segunda,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GYN - CNF,648,ATR 72-600,70,64,0.9143,235.4100,15066.2400,16602.1300,-1535.8900,0.0000,Pontual,Sem intercorrência,79,4.4000
V100369,VX3272,2024-10-21,2024,10,Outubro,2024-10,Segunda,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Boeing 737-800,186,138,0.7419,218.9800,30219.2400,30184.0100,35.2300,4.0000,Pontual,Sem intercorrência,52,4.2000
V100370,VX9277,2024-10-21,2024,10,Outubro,2024-10,Segunda,Belém,BEL,PA,Norte,-1.3792,-48.4763,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BEL - GRU,2462,Airbus A320neo,180,124,0.6889,529.0400,65600.9600,61900.6700,3700.2900,67.0000,Atrasado,Condições meteorológicas,220,4.5000
V100371,VX4106,2024-10-22,2024,10,Outubro,2024-10,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,Embraer E195-E2,136,104,0.7647,244.6600,25444.6400,17582.8000,7861.8400,9.0000,Pontual,Sem intercorrência,47,4.7000
V100372,VX8396,2024-10-22,2024,10,Outubro,2024-10,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,83,0.6103,224.6400,18645.1200,22501.1300,-3856.0100,0.0000,Pontual,Sem intercorrência,69,4.5000
V100373,VX1721,2024-10-22,2024,10,Outubro,2024-10,Terça,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Airbus A320neo,180,147,0.8167,243.9500,35860.6500,28147.0100,7713.6400,0.0000,Pontual,Sem intercorrência,55,4.4000
V100374,VX4438,2024-10-22,2024,10,Outubro,2024-10,Terça,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GIG - BSB,914,Airbus A320neo,180,121,0.6722,324.3900,39251.1900,36165.0400,3086.1500,34.0000,Atrasado,Manutenção técnica,99,4.2000
V100375,VX3984,2024-10-22,2024,10,Outubro,2024-10,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Boeing 737-800,186,122,0.6559,275.6800,33632.9600,39261.4800,-5628.5200,63.0000,Atrasado,Congestionamento do aeroporto,92,5.0000
V100376,VX3433,2024-10-22,2024,10,Outubro,2024-10,Terça,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,62,0.8857,170.3700,10562.9400,14235.5000,-3672.5600,52.0000,Atrasado,Condições meteorológicas,64,4.1000
V100377,VX1087,2024-10-22,2024,10,Outubro,2024-10,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BSB - VCP,798,Airbus A320neo,180,123,0.6833,311.8000,38351.4000,33173.3300,5178.0700,3.0000,Pontual,Sem intercorrência,81,4.8000
V100378,VX6134,2024-10-22,2024,10,Outubro,2024-10,Terça,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,SSA - FOR,1016,Boeing 737-800,186,137,0.7366,287.4400,39379.2800,38395.4500,983.8300,0.0000,Pontual,Sem intercorrência,92,3.6000
V100379,VX6631,2024-10-22,2024,10,Outubro,2024-10,Terça,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GYN - GRU,809,Airbus A321neo,220,150,0.6818,272.1700,40825.5000,40451.1400,374.3600,9.0000,Pontual,Sem intercorrência,91,3.5000
V100380,VX6021,2024-10-22,2024,10,Outubro,2024-10,Terça,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,FOR - GRU,2347,Boeing 737-800,186,101,0.5430,453.0200,45755.0200,60533.4700,-14778.4500,3.0000,Pontual,Sem intercorrência,197,4.2000
V100381,VX8113,2024-10-23,2024,10,Outubro,2024-10,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Embraer E195-E2,136,115,0.8456,272.7800,31369.7000,24923.4500,6446.2500,0.0000,Pontual,Sem intercorrência,84,4.9000
V100382,VX7953,2024-10-23,2024,10,Outubro,2024-10,Quarta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,CNF - GIG,361,Embraer E195-E2,136,93,0.6838,243.7900,22672.4700,18925.1000,3747.3700,5.0000,Pontual,Sem intercorrência,40,4.5000
V100383,VX6415,2024-10-23,2024,10,Outubro,2024-10,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,BSB - CNF,592,ATR 72-600,70,59,0.8429,247.5300,14604.2700,14155.3000,448.9700,7.0000,Pontual,Sem intercorrência,69,4.1000
V100384,VX9036,2024-10-23,2024,10,Outubro,2024-10,Quarta,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,FLN - VCP,538,ATR 72-600,70,41,0.5857,202.2800,8293.4800,15280.7400,-6987.2600,0.0000,Pontual,Sem intercorrência,74,4.2000
V100385,VX8808,2024-10-23,2024,10,Outubro,2024-10,Quarta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,FOR - GRU,2347,Boeing 737-800,186,154,0.8280,411.1000,63309.4000,73395.9500,-10086.5500,35.0000,Atrasado,Congestionamento do aeroporto,208,3.0000
V100386,VX7623,2024-10-24,2024,10,Outubro,2024-10,Quinta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,POA - CGH,838,Airbus A320neo,180,147,0.8167,302.0400,44399.8800,34292.5400,10107.3400,0.0000,Pontual,Sem intercorrência,87,3.8000
V100387,VX1187,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,52,0.7429,219.2800,11402.5600,13278.0400,-1875.4800,85.0000,Atrasado,Atraso da aeronave anterior,61,3.7000
V100388,VX5984,2024-10-24,2024,10,Outubro,2024-10,Quinta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,REC - VCP,2106,Airbus A321neo,220,182,0.8273,461.3900,83972.9800,78104.9100,5868.0700,0.0000,Pontual,Sem intercorrência,183,3.5000
V100389,VX5022,2024-10-24,2024,10,Outubro,2024-10,Quinta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Airbus A320neo,180,135,0.7500,273.5700,36931.9500,33540.0600,3391.8900,7.0000,Pontual,Sem intercorrência,82,4.0000
V100390,VX9900,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,Embraer E195-E2,136,98,0.7206,213.0700,20880.8600,18949.1200,1931.7400,5.0000,Pontual,Sem intercorrência,46,4.4000
V100391,VX7646,2024-10-24,2024,10,Outubro,2024-10,Quinta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Airbus A321neo,220,188,0.8545,331.8100,62380.2800,38835.2800,23545.0000,2.0000,Pontual,Sem intercorrência,89,4.1000
V100392,VX9699,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,CGH - SSA,1480,Airbus A321neo,220,131,0.5955,466.8400,61156.0400,51672.7400,9483.3000,4.0000,Pontual,Sem intercorrência,140,3.9000
V100393,VX6230,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Boeing 737-800,186,176,0.9462,287.2000,50547.2000,33227.0700,17320.1300,10.0000,Pontual,Sem intercorrência,81,3.6000
V100394,VX6884,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,GRU - FLN,515,Boeing 737-800,186,108,0.5806,227.8200,24604.5600,34153.1900,-9548.6300,104.0000,Atrasado,Congestionamento do aeroporto,75,3.8000
V100395,VX5934,2024-10-24,2024,10,Outubro,2024-10,Quinta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,GRU - FLN,515,ATR 72-600,70,56,0.8000,227.9600,12765.7600,16682.4800,-3916.7200,21.0000,Atrasado,Atraso da aeronave anterior,78,3.1000
V100396,VX3330,2024-10-25,2024,10,Outubro,2024-10,Sexta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,GYN - VCP,742,Airbus A320neo,180,171,0.9500,304.7100,52105.4100,38422.1500,13683.2600,4.0000,Pontual,Sem intercorrência,84,4.0000
V100397,VX8948,2024-10-25,2024,10,Outubro,2024-10,Sexta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,FOR - POA,3204,Boeing 737-800,186,157,0.8441,581.9500,91366.1500,94879.6800,-3513.5300,30.0000,Atrasado,Manutenção técnica,256,4.6000
V100398,VX7122,2024-10-25,2024,10,Outubro,2024-10,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Boeing 737-800,186,162,0.8710,260.1900,42150.7800,29750.0400,12400.7400,5.0000,Pontual,Sem intercorrência,59,3.9000
V100399,VX2603,2024-10-25,2024,10,Outubro,2024-10,Sexta,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,CGB - POA,1673,Airbus A321neo,220,145,0.6591,366.4300,53132.3500,61925.2900,-8792.9400,0.0000,Pontual,Sem intercorrência,145,4.5000
V100400,VX8041,2024-10-25,2024,10,Outubro,2024-10,Sexta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Recife,REC,PE,Nordeste,-8.1264,-34.9236,NAT - REC,267,ATR 72-600,70,68,0.9714,186.2800,12667.0400,10656.9200,2010.1200,11.0000,Pontual,Sem intercorrência,50,4.1000
V100401,VX1027,2024-10-25,2024,10,Outubro,2024-10,Sexta,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,SSA - SDU,1224,Airbus A320neo,180,144,0.8000,375.3700,54053.2800,42974.7800,11078.5000,0.0000,Pontual,Sem intercorrência,122,4.6000
V100402,VX1352,2024-10-25,2024,10,Outubro,2024-10,Sexta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,FOR - GIG,2176,Boeing 737-800,186,160,0.8602,429.1600,68665.6000,76151.2100,-7485.6100,2.0000,Pontual,Sem intercorrência,194,2.7000
V100403,VX6705,2024-10-25,2024,10,Outubro,2024-10,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,100,0.7353,189.7900,18979.0000,21188.1500,-2209.1500,70.0000,Atrasado,Problema operacional em solo,53,3.7000
V100404,VX6348,2024-10-25,2024,10,Outubro,2024-10,Sexta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Recife,REC,PE,Nordeste,-8.1264,-34.9236,CNF - REC,1608,Boeing 737-800,186,135,0.7258,367.9100,49667.8500,55305.6800,-5637.8300,3.0000,Pontual,Sem intercorrência,139,3.7000
V100405,VX5406,2024-10-25,2024,10,Outubro,2024-10,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,GRU - SDU,343,Airbus A320neo,180,157,0.8722,291.8300,45817.3100,23951.5200,21865.7900,0.0000,Pontual,Sem intercorrência,49,4.2000
V100406,VX4422,2024-10-25,2024,10,Outubro,2024-10,Sexta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,BSB - CNF,592,ATR 72-600,70,55,0.7857,202.5400,11139.7000,14526.9400,-3387.2400,0.0000,Pontual,Sem intercorrência,77,5.0000
V100407,VX8362,2024-10-26,2024,10,Outubro,2024-10,Sábado,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,FLN - CWB,246,Airbus A320neo,180,132,0.7333,219.4700,28970.0400,26616.2800,2353.7600,5.0000,Pontual,Sem intercorrência,50,3.3000
V100408,VX3393,2024-10-26,2024,10,Outubro,2024-10,Sábado,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,47,0.6714,219.3700,10310.3900,13227.9700,-2917.5800,101.0000,Atrasado,Manutenção técnica,52,3.5000
V100409,VX9556,2024-10-26,2024,10,Outubro,2024-10,Sábado,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GIG - FOR,2176,Boeing 737-800,186,123,0.6613,492.0700,60524.6100,65561.4200,-5036.8100,6.0000,Pontual,Sem intercorrência,186,4.1000
V100410,VX3363,2024-10-27,2024,10,Outubro,2024-10,Domingo,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,GIG - CWB,673,ATR 72-600,70,61,0.8714,280.5000,17110.5000,17488.9500,-378.4500,70.0000,Atrasado,Restrição de tráfego aéreo,94,3.5000
V100411,VX7407,2024-10-27,2024,10,Outubro,2024-10,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,Embraer E195-E2,136,118,0.8676,234.3400,27652.1200,23539.0000,4113.1200,68.0000,Atrasado,Documentação/embarque de passageiros,66,3.3000
V100412,VX8250,2024-10-27,2024,10,Outubro,2024-10,Domingo,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,CWB - VIX,1082,Embraer E195-E2,136,96,0.7059,319.3200,30654.7200,39344.6500,-8689.9300,0.0000,Pontual,Sem intercorrência,123,4.7000
V100413,VX7993,2024-10-27,2024,10,Outubro,2024-10,Domingo,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,Manaus,MAO,AM,Norte,-3.0386,-60.0497,FLN - MAO,2999,Airbus A321neo,220,175,0.7955,684.3600,119763.0000,97393.4800,22369.5200,4.0000,Pontual,Sem intercorrência,238,3.9000
